ID,T,tau,time,N_total,N_bulk,N_surface,Volume,R_min,R_max,R_diff,R_avg,R_std,R_skew,R_kurt,S_100,S_111,S_110,S_311,Curve_1-10,Curve_11-20,Curve_21-30,Curve_31-40,Curve_41-50,Curve_51-60,Curve_61-70,Curve_71-80,Curve_81-90,Curve_91-100,Curve_101-110,Curve_111-120,Curve_121-130,Curve_131-140,Curve_141-150,Curve_151-160,Curve_161-170,Curve_171-180,Avg_total,Avg_bulk,Avg_surf,TCN_0,TCN_1,TCN_2,TCN_3,TCN_4,TCN_5,TCN_6,TCN_7,TCN_8,TCN_9,TCN_10,TCN_11,TCN_12,TCN_13,TCN_14,TCN_15,TCN_16,TCN_17,TCN_18,TCN_19,TCN_20,BCN_0,BCN_1,BCN_2,BCN_3,BCN_4,BCN_5,BCN_6,BCN_7,BCN_8,BCN_9,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,BCN_16,BCN_17,BCN_18,BCN_19,BCN_20,SCN_0,SCN_1,SCN_2,SCN_3,SCN_4,SCN_5,SCN_6,SCN_7,SCN_8,SCN_9,SCN_10,SCN_11,SCN_12,SCN_13,SCN_14,SCN_15,SCN_16,SCN_17,SCN_18,SCN_19,SCN_20,Avg_bonds,Std_bonds,Max_bonds,Min_bonds,N_bonds,angle_avg,angle_std,FCC,HCP,ICOS,DECA,q6q6_avg_total,q6q6_avg_bulk,q6q6_avg_surf,q6q6_T0,q6q6_T1,q6q6_T2,q6q6_T3,q6q6_T4,q6q6_T5,q6q6_T6,q6q6_T7,q6q6_T8,q6q6_T9,q6q6_T10,q6q6_T11,q6q6_T12,q6q6_T13,q6q6_T14,q6q6_T15,q6q6_T16,q6q6_T17,q6q6_T18,q6q6_T19,q6q6_T20,q6q6_T20+,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14,q6q6_B15,q6q6_B16,q6q6_B17,q6q6_B18,q6q6_B19,q6q6_B20,q6q6_B20+,q6q6_S0,q6q6_S1,q6q6_S2,q6q6_S3,q6q6_S4,q6q6_S5,q6q6_S6,q6q6_S7,q6q6_S8,q6q6_S9,q6q6_S10,q6q6_S11,q6q6_S12,q6q6_S13,q6q6_S14,q6q6_S15,q6q6_S16,q6q6_S17,q6q6_S18,q6q6_S19,q6q6_S20,q6q6_S20+,Total_E,Formation_E
198,303,0.00025,8,2359,1364,995,3.99E-26,10.9189,35.1978,24.2788,21.187,5.1313,0.4365,-0.813,2,153,154,35,212,170,365,204,35,8,1,0,0,0,0,0,0,0,0,0,0,0,10.5672,12.0887,8.4814,0,0,0,1,3,15,101,146,186,293,180,127,1134,145,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,54,1127,143,25,3,0,0,0,0,0,0,0,0,1,3,15,101,146,186,290,171,73,7,2,0,0,0,0,0,0,0,2.88429,0.16909,3.59893,2.34283,12464,95.7936,34.53688462,455,543,0,8,8.6113,10.6085,5.8734,171,96,59,54,69,81,98,128,132,207,131,98,989,46,0,0,0,0,0,0,0,0,48,37,20,13,12,13,17,10,13,31,43,74,987,46,0,0,0,0,0,0,0,0,123,59,39,41,57,68,81,118,119,176,88,24,2,0,0,0,0,0,0,0,0,0,-8698.5297,525.1603
199,303,0.00025,9,2730,1634,1096,4.62E-26,11.4911,36.2968,24.8057,22.2393,5.2496,0.3773,-0.728,10,158,141,49,242,162,385,247,47,12,1,0,0,0,0,0,0,0,0,0,0,0,10.5751,12.052,8.3732,0,0,0,0,4,26,114,188,186,332,180,141,1397,136,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,70,1388,135,25,1,0,0,0,0,0,0,0,0,0,4,26,114,188,186,329,168,71,9,1,0,0,0,0,0,0,0,2.88004,0.16208,3.59995,2.16214,14435,96.0644,34.47053021,593,680,0,0,9.2828,11.3635,6.1807,120,60,48,54,60,69,139,175,139,255,147,137,1259,64,4,0,0,0,0,0,0,0,13,11,13,3,8,9,11,12,20,37,62,110,1257,64,4,0,0,0,0,0,0,0,107,49,35,51,52,60,128,163,119,218,85,27,2,0,0,0,0,0,0,0,0,0,-10084.705,589.595
200,303,0.00025,10,3593,2176,1417,6.08E-26,12.1713,37.0627,24.8914,24.2635,5.4377,-0.0344,-0.917,6,218,194,47,316,166,524,337,60,13,1,0,0,0,0,0,0,0,0,0,0,0,10.6418,12.0685,8.451,0,0,0,0,5,35,133,240,246,389,256,201,1848,216,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,84,1838,215,21,3,0,0,0,0,0,0,0,0,0,5,35,133,240,246,386,244,117,10,1,0,0,0,0,0,0,0,2.88429,0.16647,3.59972,2.28031,19118,96.0714,34.66698,1002,686,0,0,9.4189,11.4802,6.2534,158,64,72,57,86,104,146,214,157,321,204,203,1689,113,5,0,0,0,0,0,0,0,25,9,4,6,8,9,13,18,18,29,76,155,1688,113,5,0,0,0,0,0,0,0,133,55,68,51,78,95,133,196,139,292,128,48,1,0,0,0,0,0,0,0,0,0,-13290.266,758.364
201,323,0,10,236,93,143,4.00E-27,6.8838,9.6652,2.7814,8.5286,0.6001,-0.7197,-0.1518,0,24,44,4,27,1,63,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5847,12.1075,7.9441,0,0,0,0,0,0,32,39,19,30,4,19,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,19,30,4,19,0,0,0,0,0,0,0,0,0,2.85396,0.1646,3.59928,2.36995,1131,95.1746,34.68133381,74,4,0,0,9.2966,12.0323,7.5175,1,0,0,2,4,7,31,35,18,25,4,21,78,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,78,10,0,0,0,0,0,0,0,0,1,0,0,2,4,7,31,35,18,24,4,17,0,0,0,0,0,0,0,0,0,0,-833.70909,89.05091
202,323,0,10,238,101,137,4.03E-27,7.3447,9.9077,2.5629,8.6308,0.485,-0.0454,-0.0632,6,39,26,16,44,36,44,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7311,12.1188,7.9708,0,0,0,0,0,0,13,44,30,34,16,0,90,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,1,0,0,0,0,0,0,0,0,0,0,0,0,13,44,30,34,16,0,0,0,0,0,0,0,0,0,0,2.85722,0.16383,3.59591,2.46107,1158,94.8777,34.45323414,41,37,0,6,8.5462,10.495,7.1095,3,1,4,3,11,4,24,34,42,28,14,3,63,3,1,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,21,3,1,3,63,3,1,0,0,0,0,0,0,0,3,0,1,1,11,4,24,34,21,25,13,0,0,0,0,0,0,0,0,0,0,0,-844.51605,86.06395
203,323,0,10,242,97,145,4.10E-27,6.8531,9.786,2.933,8.5976,0.6029,-0.535,0.2085,0,27,35,7,34,12,62,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9.686,12.1649,8.0276,0,0,0,0,0,1,22,45,16,40,7,14,83,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,12,2,0,0,0,0,0,0,0,0,0,0,0,1,22,45,16,40,7,14,0,0,0,0,0,0,0,0,0,2.85037,0.17494,3.59835,2.41702,1172,94.8912,34.56834625,62,16,0,0,8.6446,11.5155,6.7241,4,3,5,5,9,6,33,29,19,29,4,16,73,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,2,7,73,6,1,0,0,0,0,0,0,0,4,2,5,4,9,6,33,27,17,27,2,9,0,0,0,0,0,0,0,0,0,0,-855.42299,90.79701
204,323,0,10,247,100,147,4.18E-27,6.906,11.0285,4.1225,8.8556,1.1972,0.1364,-1.375,0,62,34,14,61,30,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7004,12.13,8.0476,0,0,0,0,0,0,15,33,34,60,5,0,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,34,60,5,0,0,0,0,0,0,0,0,0,0,2.85614,0.15744,3.59592,2.49912,1198,94.9195,34.56802597,39,38,0,4,8.8259,10.75,7.517,2,2,3,2,9,4,13,31,49,54,3,0,68,7,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,20,0,0,0,68,7,0,0,0,0,0,0,0,0,2,0,0,2,9,4,13,31,29,54,3,0,0,0,0,0,0,0,0,0,0,0,-877.42885,88.34115
205,323,0,10,250,102,148,4.23E-27,6.9078,10.5788,3.671,8.7615,0.6855,-0.1668,0.2385,2,27,20,10,35,10,64,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,12.1667,7.9662,0,0,0,0,0,5,23,34,31,32,12,11,84,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,18,0,0,0,0,0,0,0,0,0,0,0,0,5,23,34,31,32,12,10,1,0,0,0,0,0,0,0,0,2.86224,0.18154,3.59717,2.32926,1210,94.933,34.77317516,72,8,0,0,9.024,12,6.973,3,2,5,2,6,8,29,32,20,28,10,9,83,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,83,13,0,0,0,0,0,0,0,0,3,2,5,2,6,8,29,32,18,28,9,6,0,0,0,0,0,0,0,0,0,0,-882.77812,94.72188
206,323,0,10,256,106,150,4.33E-27,7.4872,10.2834,2.7962,8.8686,0.6475,-0.0251,-0.5818,0,39,31,0,42,52,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9766,12.5,8.1933,0,0,0,0,0,0,17,23,40,55,14,2,59,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,38,8,0,0,0,0,0,0,0,0,0,0,0,0,17,23,40,55,14,1,0,0,0,0,0,0,0,0,0,2.88059,0.2084,3.59979,2.40584,1277,94.3704,34.2793116,7,27,0,7,5.1016,6.1981,4.3267,13,19,22,28,43,17,25,29,24,21,4,6,4,0,1,0,0,0,0,0,0,0,1,7,8,10,9,7,11,13,17,8,4,6,4,0,1,0,0,0,0,0,0,0,12,12,14,18,34,10,14,16,7,13,0,0,0,0,0,0,0,0,0,0,0,0,-905.31363,95.64637
207,323,0,10,258,116,142,4.37E-27,7.8647,10.485,2.6203,8.9419,0.5756,0.4349,0.1098,0,51,45,0,47,63,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.062,12.2931,8.2394,0,0,0,0,0,0,12,0,73,56,1,0,82,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,34,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,73,56,1,0,0,0,0,0,0,0,0,0,0,2.87646,0.18649,3.59537,2.39523,1298,94.8056,34.33722774,5,38,0,20,5.8295,6.3879,5.3732,13,7,9,24,55,9,23,16,58,32,2,0,10,0,0,0,0,0,0,0,0,0,1,6,8,10,9,6,15,7,34,8,2,0,10,0,0,0,0,0,0,0,0,0,12,1,1,14,46,3,8,9,24,24,0,0,0,0,0,0,0,0,0,0,0,0,-915.32647,93.45353
208,323,0,10,260,116,144,4.40E-27,8.1817,10.1037,1.922,8.9629,0.5226,0.4358,-0.7855,19,48,1,29,72,5,51,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6769,12.0345,7.7778,0,0,0,0,0,0,21,44,26,52,1,0,112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44,26,52,1,0,0,0,0,0,0,0,0,0,0,2.85343,0.1505,3.57815,2.43474,1258,95.2378,34.95934855,109,0,0,0,9.6385,12.0345,7.7083,0,0,0,0,1,1,23,42,25,51,1,0,112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,42,25,51,1,0,0,0,0,0,0,0,0,0,0,0,-923.60481,92.99519
209,323,0,10,268,116,152,4.54E-27,8.2161,10.1729,1.9569,9.0414,0.5233,0.3063,-1.0254,2,51,21,13,73,11,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8657,12.1897,8.0921,0,0,0,0,0,0,16,38,22,68,8,0,95,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,1,0,0,0,0,0,0,0,0,0,0,0,0,16,38,22,68,8,0,0,0,0,0,0,0,0,0,0,2.87109,0.18326,3.59219,2.45593,1322,94.8793,34.68652666,76,13,0,0,9.0672,11.8879,6.9145,1,1,3,5,13,9,23,34,18,46,4,7,92,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,7,92,12,0,0,0,0,0,0,0,0,1,1,3,5,12,9,23,34,17,46,1,0,0,0,0,0,0,0,0,0,0,0,-952.82346,95.05654
210,323,0,10,273,114,159,4.62E-27,7.2475,10.8443,3.5968,9.0665,0.7379,-0.014,-0.422,2,34,34,3,44,25,61,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9267,12.3684,8.1761,0,0,0,0,0,1,18,33,38,47,14,10,71,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,37,4,0,0,0,0,0,0,0,0,0,0,0,1,18,33,38,47,14,7,1,0,0,0,0,0,0,0,0,2.87769,0.19677,3.57216,2.39027,1355,94.7285,34.50976076,52,7,0,0,7.7729,10.9211,5.5157,8,10,11,14,12,17,35,18,17,34,11,18,55,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,9,10,16,55,13,0,0,0,0,0,0,0,0,8,10,10,13,11,16,30,17,16,25,1,2,0,0,0,0,0,0,0,0,0,0,-966.48015,100.94985
211,323,0,10,274,118,156,4.64E-27,7.9686,10.571,2.6024,9.0969,0.5964,0.3054,-0.7614,5,54,25,12,71,12,48,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8759,12.2119,8.109,0,0,0,0,0,0,18,33,29,68,6,2,93,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,25,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,29,68,6,2,0,0,0,0,0,0,0,0,0,2.864,0.17849,3.59758,2.4171,1353,94.9655,34.80866716,84,2,0,0,9.1679,11.9915,7.0321,0,4,6,3,8,3,30,28,22,48,9,8,87,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,87,18,0,0,0,0,0,0,0,0,0,4,6,3,8,3,30,28,22,47,5,0,0,0,0,0,0,0,0,0,0,0,-974.25003,97.08997
212,323,0,10,279,112,167,4.72E-27,6.5391,11.0436,4.5045,9.1209,0.9608,-0.2762,-0.5983,0,33,33,7,36,13,81,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7634,12.2411,8.1018,0,0,0,0,0,1,36,25,36,37,18,12,89,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,23,2,0,0,0,0,0,0,0,0,0,0,0,1,36,25,36,37,18,12,2,0,0,0,0,0,0,0,0,2.86319,0.18065,3.59848,2.40477,1362,94.93,34.63082875,64,14,0,0,8.4014,11.5357,6.2994,7,9,7,7,15,11,28,29,13,32,16,16,72,16,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,2,4,11,72,16,1,0,0,0,0,0,0,0,5,9,7,7,15,10,27,29,11,30,12,5,0,0,0,0,0,0,0,0,0,0,-987.77025,103.11975
213,323,0,10,286,104,182,4.84E-27,5.4907,13.571,8.0803,9.3917,1.799,0.0697,-0.607,0,66,42,1,66,24,41,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6713,12.2981,8.1703,0,0,0,0,0,3,21,35,30,78,8,7,73,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,71,29,2,0,0,0,0,0,0,0,0,0,0,0,3,21,35,30,78,8,5,2,0,0,0,0,0,0,0,0,2.85938,0.18529,3.5964,2.39744,1383,94.7312,34.45823772,31,30,0,0,8.8741,11.8269,7.1868,0,5,1,5,15,13,18,33,24,63,7,16,72,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,12,71,13,1,0,0,0,0,0,0,0,0,5,1,5,15,13,18,32,24,59,5,4,1,0,0,0,0,0,0,0,0,0,-1010.7493,107.5107
214,323,0,10,287,105,182,4.86E-27,6.9291,14.2172,7.2881,9.5842,1.8635,0.4404,-0.7836,0,65,59,0,64,30,50,18,17,3,0,0,0,0,0,0,0,0,0,0,0,0,9.77,12.3619,8.2747,0,0,0,0,5,0,3,28,51,86,9,0,72,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,28,5,0,0,0,0,0,0,0,0,0,0,5,0,3,28,51,86,9,0,0,0,0,0,0,0,0,0,0,2.85957,0.17811,3.59969,2.40833,1402,94.6472,34.764921,29,38,0,5,8.6272,10.8476,7.3462,3,1,4,6,18,8,9,26,59,69,7,4,55,18,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,17,4,1,4,55,18,0,0,0,0,0,0,0,0,3,0,2,5,17,8,9,25,42,65,6,0,0,0,0,0,0,0,0,0,0,0,-1020.2534,101.9166
215,323,0,10,298,125,173,5.04E-27,8.2089,10.9114,2.7025,9.3461,0.7049,0.1984,-1.009,0,63,28,2,65,3,53,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8255,12.12,8.1676,0,0,0,0,0,4,23,28,36,66,3,10,112,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,16,0,0,0,0,0,0,0,0,0,0,0,0,4,23,28,36,66,3,9,4,0,0,0,0,0,0,0,0,2.85968,0.16148,3.58968,2.39958,1464,95.3779,35.039265,106,0,0,0,9.5906,12.072,7.7977,0,2,2,3,1,9,21,28,25,70,5,7,110,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,107,15,0,0,0,0,0,0,0,0,0,2,2,3,1,9,21,28,25,69,4,6,3,0,0,0,0,0,0,0,0,0,-1061.3079,103.8721
216,323,0,10,300,126,174,5.08E-27,8.089,10.7612,2.6722,9.3661,0.7121,0.0935,-1.0852,0,68,21,5,68,3,49,45,8,1,0,0,0,0,0,0,0,0,0,0,0,0,9.8067,12.127,8.1264,0,0,0,0,0,4,25,29,31,71,3,8,113,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,16,0,0,0,0,0,0,0,0,0,0,0,0,4,25,29,31,71,3,8,3,0,0,0,0,0,0,0,0,2.85842,0.16019,3.59445,2.46192,1471,95.3717,34.9546097,108,0,0,0,9.7,12.119,7.9483,0,0,1,0,3,4,29,28,26,70,4,8,111,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,16,0,0,0,0,0,0,0,0,0,0,1,0,3,4,29,28,26,70,4,7,2,0,0,0,0,0,0,0,0,0,-1067.6884,105.3116
217,323,0,10,309,147,162,5.23E-27,8.7793,10.9495,2.1703,9.5572,0.4862,1.1043,1.1183,0,60,46,0,60,79,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0583,12.0544,8.2469,0,0,0,0,0,0,12,0,86,64,0,0,139,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,86,64,0,0,0,0,0,0,0,0,0,0,0,2.8661,0.15671,3.59507,2.4071,1554,95.1664,34.33715933,18,79,1,35,6.0841,6.2245,5.9568,12,19,11,13,79,5,6,12,88,44,0,1,19,0,0,0,0,0,0,0,0,0,1,17,11,6,26,5,2,3,47,9,0,1,19,0,0,0,0,0,0,0,0,0,11,2,0,7,53,0,4,9,41,35,0,0,0,0,0,0,0,0,0,0,0,0,-1103.3431,104.8469
218,323,0,10,312,140,172,5.28E-27,8.0107,12.0361,4.0254,9.6235,0.8665,0.5342,0.0644,0,62,30,0,64,60,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1859,12.4929,8.3081,0,0,0,0,0,1,11,18,61,69,10,3,76,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,55,8,0,0,0,0,0,0,0,0,0,0,0,1,11,18,61,69,10,1,1,0,0,0,0,0,0,0,0,2.88987,0.20619,3.59947,2.3397,1589,94.7147,34.34679758,11,16,0,5,5.4295,6.5143,4.5465,18,24,22,24,50,24,27,34,31,24,14,10,10,0,0,0,0,0,0,0,0,0,6,8,6,9,13,10,15,17,13,10,13,10,10,0,0,0,0,0,0,0,0,0,12,16,16,15,37,14,12,17,18,14,1,0,0,0,0,0,0,0,0,0,0,0,-1109.8182,110.1018
219,323,0,10,316,138,178,5.35E-27,8.0148,11.2295,3.2147,9.5643,0.6834,0.0176,-0.8445,0,41,49,4,42,37,68,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0506,12.3188,8.2921,0,0,0,0,0,0,17,46,32,55,11,19,89,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,85,44,3,0,0,0,0,0,0,0,0,0,0,0,0,17,46,32,55,11,13,4,0,0,0,0,0,0,0,0,2.88012,0.19687,3.59967,2.3623,1588,94.8003,34.05200758,12,32,0,10,4.962,5.6812,4.4045,19,28,24,36,47,33,35,20,30,23,8,3,9,1,0,0,0,0,0,0,0,0,5,11,12,12,15,14,17,9,13,10,7,3,9,1,0,0,0,0,0,0,0,0,14,17,12,24,32,19,18,11,17,13,1,0,0,0,0,0,0,0,0,0,0,0,-1124.07,111.49
220,323,0,10,318,146,172,5.38E-27,8.0735,11.1868,3.1133,9.6662,0.8757,-0.0366,-1.2661,9,68,25,16,71,41,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8994,12.0753,8.0523,0,0,0,0,0,0,16,42,42,61,11,0,135,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,42,61,11,0,0,0,0,0,0,0,0,0,0,2.85681,0.14521,3.58247,2.45632,1574,95.2618,34.66856589,70,54,0,6,9.1258,10.9521,7.5756,2,2,4,0,11,3,20,40,55,56,10,1,104,10,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,25,0,0,1,104,10,0,0,0,0,0,0,0,0,2,0,0,0,11,3,20,40,30,56,10,0,0,0,0,0,0,0,0,0,0,0,-1138.1617,105.2183
221,323,0,10,324,142,182,5.49E-27,7.5275,11.314,3.7866,9.6254,0.7957,-0.6627,0.0435,0,73,52,14,70,35,47,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9012,12.0915,8.1923,0,0,0,0,0,0,15,47,30,69,20,1,129,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47,30,69,20,1,0,0,0,0,0,0,0,0,0,2.85368,0.15117,3.59036,2.47636,1604,95.2423,34.60503129,69,51,0,7,9.142,10.8592,7.8022,2,2,1,1,11,3,19,43,45,70,22,0,94,11,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,22,6,2,0,94,11,0,0,0,0,0,0,0,0,2,0,0,0,10,1,19,43,23,64,20,0,0,0,0,0,0,0,0,0,0,0,-1161.0663,105.7737
222,323,0,10,327,140,187,5.54E-27,7.622,11.7218,4.0998,9.6353,0.7175,-0.1926,0.1826,0,27,56,16,26,10,85,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7859,12.0857,8.0642,0,0,0,0,1,3,36,51,14,40,18,24,128,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,12,0,0,0,0,0,0,0,0,0,0,0,1,3,36,51,14,40,18,24,0,0,0,0,0,0,0,0,0,2.85498,0.16963,3.59348,2.41193,1600,95.231,34.73442729,108,15,0,0,9.3333,12,7.3369,1,1,3,3,11,14,36,31,19,39,18,16,125,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,125,10,0,0,0,0,0,0,0,0,1,1,3,3,11,14,36,31,18,39,16,14,0,0,0,0,0,0,0,0,0,0,-1162.3074,116.2626
223,323,0,10,333,153,180,5.64E-27,8.1738,12.7322,4.5584,9.8928,1.123,0.4481,-0.5908,6,61,36,9,74,45,40,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.964,12.085,8.1611,0,0,0,0,1,1,15,19,68,70,3,3,142,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,9,2,0,0,0,0,0,0,0,0,0,0,1,1,15,19,68,70,3,3,0,0,0,0,0,0,0,0,0,2.86531,0.16716,3.59374,2.40012,1659,95.2614,34.51315793,62,58,0,5,8.2583,10.451,6.3944,13,5,12,10,22,5,14,19,61,58,7,6,98,3,0,0,0,0,0,0,0,0,0,1,6,2,2,0,0,3,23,4,5,6,98,3,0,0,0,0,0,0,0,0,13,4,6,8,20,5,14,16,38,54,2,0,0,0,0,0,0,0,0,0,0,0,-1188.1744,113.8556
224,323,0,10,333,153,180,5.64E-27,8.4251,11.2174,2.7923,9.7808,0.6295,-0.0837,-0.3683,0,24,10,35,24,26,103,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8739,12.1111,7.9722,0,0,0,0,0,2,25,65,16,36,28,8,136,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,17,0,0,0,0,0,0,0,0,0,0,0,0,2,25,65,16,36,28,8,0,0,0,0,0,0,0,0,0,2.86384,0.1693,3.58739,2.45441,1644,95.3682,34.88521791,131,0,0,0,9.4895,12.0458,7.3167,2,3,4,4,1,9,29,48,14,42,22,7,133,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,133,15,0,0,0,0,0,0,0,0,2,3,4,4,1,9,29,48,14,42,19,5,0,0,0,0,0,0,0,0,0,0,-1184.1422,117.8878
225,323,0,10,338,146,192,5.72E-27,8.2295,12.1476,3.9181,9.8573,1.0504,0.5033,-0.5873,0,120,50,0,119,1,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9172,12.1438,8.224,0,0,0,0,0,0,13,52,7,119,1,0,126,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,19,1,0,0,0,0,0,0,0,0,0,0,0,0,13,52,7,119,1,0,0,0,0,0,0,0,0,0,0,2.857,0.15386,3.58632,2.44396,1676,95.46,35.10023932,123,0,0,0,9.8994,12.1438,8.1927,0,0,0,0,0,2,14,49,8,118,1,0,126,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,19,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,49,8,118,1,0,0,0,0,0,0,0,0,0,0,0,-1210.9662,110.6138
